@relation wind_data-weka.filters.unsupervised.attribute.Remove-R1

@attribute WIND {'Gentle Breeze','Light Breeze','Light Air','Moderate Breeze',Calm}
@attribute IND numeric
@attribute RAIN {Slight,Moderate,Heavy}
@attribute IND.1 numeric
@attribute T.MAX numeric
@attribute IND.2 numeric
@attribute T.MIN numeric
@attribute T.MIN.G numeric

@data
'Moderate Breeze',-0.333699,Slight,-0.310259,-2.219659,-0.389995,-1.137817,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.962939,-0.389995,-1.228272,-0.001707
'Gentle Breeze',-0.333699,Moderate,-0.310259,-1.321138,-0.389995,-0.956907,-0.209962
'Light Breeze',-0.333699,Slight,-0.310259,-1.278352,-0.389995,-0.549859,-0.539786
'Light Breeze',-0.333699,Slight,-0.310259,-1.727612,-0.389995,-0.368948,-0.319904
'Light Air',-0.333699,Slight,-0.310259,-1.535072,-0.389995,-0.43679,0.156508
'Light Air',-0.333699,Slight,-0.310259,-1.749005,-0.389995,-0.572473,-0.264933
'Light Breeze',-0.333699,Slight,-0.310259,-1.962939,-0.389995,-0.821224,-0.338227
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.749005,-0.389995,-0.956907,-1.23608
'Light Breeze',-0.333699,Slight,-0.310259,-1.684825,-0.389995,-0.775997,-0.503139
'Light Breeze',-0.333699,Slight,-0.310259,-1.855972,-0.389995,-0.662928,-0.466492
'Light Breeze',-0.333699,Slight,-0.310259,-1.449498,-0.389995,-1.2735,-0.86961
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.513678,0.469785,-1.771003,-2.060639
'Light Breeze',-0.333699,Slight,-0.310259,-1.363925,-0.389995,-0.911679,-1.071169
'Light Air',-0.333699,Slight,-0.310259,-1.064418,0.469785,-2.517259,-2.720287
'Light Air',3.045582,Slight,-0.310259,-1.085811,0.469785,-2.358962,-2.42711
'Light Breeze',-0.333699,Slight,-0.310259,-0.764911,0.469785,-2.200665,-2.42711
'Light Breeze',3.045582,Slight,-0.310259,-1.492285,0.469785,-1.816231,-2.060639
'Light Air',-0.333699,Slight,-0.310259,-1.492285,-0.389995,-0.43679,-0.319904
'Light Breeze',-0.333699,Slight,-0.310259,-1.406712,-0.389995,-0.595086,-0.136668
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.577859,-0.389995,-0.662928,-0.045051
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.706219,-0.389995,-0.753383,-0.045051
'Light Breeze',-0.333699,Slight,-0.310259,-1.470892,-0.389995,-0.79861,-0.100021
'Light Breeze',-0.333699,Slight,-0.310259,-1.235565,-0.389995,-0.572473,0.138185
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.898759,-0.389995,-0.549859,0.138185
'Gentle Breeze',-0.333699,Moderate,-0.310259,-1.898759,-0.389995,-0.979521,-0.411521
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.684825,-0.389995,-0.730769,-0.136668
'Light Breeze',-0.333699,Slight,-0.310259,-1.214171,-0.389995,-0.640314,0.046567
'Light Air',-0.333699,Slight,-0.310259,-0.572371,-0.389995,-0.459404,0.266449
'Light Breeze',-0.333699,Slight,-0.310259,-1.043025,-0.389995,-0.43679,-0.686374
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.406712,-0.389995,-0.730769,-0.466492
'Light Breeze',-0.333699,Slight,-0.310259,-2.134086,-0.389995,-1.047362,-0.576433
'Light Breeze',3.045582,Slight,-0.310259,-1.513678,-0.389995,-1.341341,-0.503139
'Light Breeze',-0.333699,Slight,-0.310259,-1.235565,-0.389995,-1.45441,-1.639198
'Light Breeze',-0.333699,Slight,-0.310259,-1.492285,0.469785,-1.951914,-2.152257
'Light Breeze',3.045582,Slight,-0.310259,-1.791792,-0.389995,-0.911679,-0.686374
'Light Breeze',-0.333699,Slight,-0.310259,-0.829091,0.469785,-2.245893,-2.408787
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.294257,-0.389995,-0.368948,0.028243
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.294257,-0.389995,0.512989,0.651244
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.337044,-0.389995,0.264238,0.046567
'Light Breeze',3.045582,Slight,-0.310259,-0.829091,-0.389995,-1.183045,-0.961227
'Light Breeze',-0.333699,Slight,-0.310259,-0.807698,0.469785,-1.906686,-1.749139
'Light Air',-0.333699,Slight,-0.310259,-0.465404,-0.389995,-1.047362,-1.199433
'Light Air',-0.333699,Slight,-0.310259,-0.165897,0.469785,-1.906686,-1.969022
'Light Breeze',-0.333699,Slight,-0.310259,-0.550977,0.469785,-1.635321,-1.749139
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.508191,-0.389995,-0.323721,-0.503139
'Light Breeze',-0.333699,Slight,-0.310259,-0.18729,-0.389995,-0.595086,-1.089492
'Light Breeze',-0.333699,Slight,-0.310259,1.117705,-0.389995,-1.115204,-1.016198
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.080323,-0.389995,0.354693,-0.026727
'Light Breeze',-0.333699,Moderate,-0.310259,0.475904,-0.389995,0.580831,0.339744
'Gentle Breeze',-0.333699,Slight,-0.310259,0.497297,-0.389995,-0.097583,0.156508
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.615157,-0.389995,-0.775997,-0.319904
'Light Breeze',-0.333699,Slight,-0.310259,-0.401224,-0.389995,-0.889066,-0.777992
'Gentle Breeze',-0.333699,Slight,-0.310259,0.283364,-0.389995,-0.504631,-0.796316
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.272864,-0.389995,0.490376,1.237597
'Light Breeze',-0.333699,Slight,-0.310259,-0.18729,-0.389995,-0.549859,-0.319904
'Light Air',-0.333699,Slight,-0.310259,-0.593764,-0.389995,-0.753383,-0.649727
'Light Breeze',-0.333699,Slight,-0.310259,-0.272864,-0.389995,-1.002135,-0.86961
'Light Breeze',-0.333699,Slight,-0.310259,-0.893271,-0.389995,0.060714,0.32142
'Light Breeze',-0.333699,Slight,-0.310259,-0.486797,-0.389995,-1.183045,-0.997874
'Gentle Breeze',-0.333699,Moderate,-0.310259,-1.021631,-0.389995,-0.210652,0.504655
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.043025,-0.389995,-0.685542,-0.521463
'Light Breeze',-0.333699,Slight,-0.310259,0.219184,-0.389995,-0.368948,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.090823,-0.389995,0.21901,0.229802
'Gentle Breeze',-0.333699,Slight,-0.310259,0.304757,-0.389995,0.309465,0.596273
'Light Air',-0.333699,Slight,-0.310259,0.026643,-0.389995,-0.142811,-0.319904
'Light Breeze',-0.333699,Slight,-0.310259,-0.636551,-0.389995,-0.43679,-0.173315
'Light Breeze',-0.333699,Slight,-0.310259,-0.636551,-0.389995,-0.934293,-0.61308
'Light Air',-0.333699,Slight,-0.310259,-0.657944,-0.389995,-1.002135,-1.052845
'Light Air',-0.333699,Slight,-0.310259,-0.272864,-0.389995,-0.43679,-0.61308
'Light Air',-0.333699,Slight,-0.310259,-0.508191,-0.389995,-0.43679,-0.503139
'Gentle Breeze',-0.333699,Moderate,-0.310259,-0.722124,-0.389995,0.21901,-0.063374
'Light Breeze',-0.333699,Slight,-0.310259,-0.337044,-0.389995,0.083327,0.669567
'Light Air',-0.333699,Slight,-0.310259,-0.12311,1.329565,0.241624,0.742861
'Light Air',-0.333699,Slight,-0.310259,0.048037,-0.389995,0.286851,-0.686374
'Light Air',-0.333699,Slight,-0.310259,-0.936058,-0.389995,0.21901,0.761185
'Light Breeze',-0.333699,Slight,-0.310259,0.604264,-0.389995,-0.165424,-0.045051
'Light Breeze',-0.333699,Slight,-0.310259,0.497297,-0.389995,0.354693,0.431361
'Light Breeze',-0.333699,Slight,-0.310259,1.331638,-0.389995,0.603445,0.651244
'Light Breeze',-0.333699,Slight,-0.310259,0.860984,-0.389995,0.761741,0.779508
'Light Air',-0.333699,Slight,-0.310259,0.219184,-0.389995,0.128555,-0.319904
'Light Breeze',-0.333699,Slight,-0.310259,0.732624,-0.389995,0.128555,0.00992
'Light Breeze',-0.333699,Slight,-0.310259,0.561477,-0.389995,0.354693,0.504655
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.037537,-0.389995,-0.43679,-0.283257
'Light Air',-0.333699,Slight,-0.310259,-0.37983,-0.389995,-0.979521,-1.071169
'Light Air',-0.333699,Slight,-0.310259,-0.12311,-0.389995,0.015486,-0.319904
'Light Air',-0.333699,Slight,-0.310259,0.668444,-0.389995,0.580831,0.138185
'Light Air',-0.333699,Slight,-0.310259,0.13361,-0.389995,-0.188038,-0.649727
'Light Breeze',-0.333699,Slight,-0.310259,0.390331,-0.389995,0.671286,0.834479
'Light Breeze',-0.333699,Slight,-0.310259,0.540084,-0.389995,0.829582,1.145979
'Light Breeze',-0.333699,Moderate,-0.310259,0.561477,-0.389995,0.761741,0.779508
'Light Breeze',-0.333699,Slight,-0.310259,0.13361,-0.389995,0.083327,0.596273
'Light Breeze',-0.333699,Slight,-0.310259,0.433117,-0.389995,0.490376,0.706214
'Light Breeze',-0.333699,Slight,-0.310259,-0.18729,-0.389995,0.512989,0.522979
'Light Breeze',3.045582,Slight,-0.310259,0.668444,-0.389995,0.0381,0.339744
'Light Air',-0.333699,Slight,-0.310259,0.668444,-0.389995,-0.368948,-0.100021
'Light Breeze',-0.333699,Slight,-0.310259,0.732624,-0.389995,0.580831,0.596273
'Light Breeze',-0.333699,Slight,-0.310259,0.860984,-0.389995,1.304472,1.622391
'Light Air',-0.333699,Slight,-0.310259,0.048037,-0.389995,-0.097583,0.156508
'Light Air',-0.333699,Slight,-0.310259,0.090823,-0.389995,-0.730769,-0.503139
Calm,-0.333699,Slight,-0.310259,0.561477,-0.389995,-0.775997,-0.173315
'Light Air',-0.333699,Slight,-0.310259,0.625657,-0.389995,0.467762,1.054361
'Light Air',-0.333699,Slight,-0.310259,1.074918,-0.389995,0.151169,0.101538
'Light Air',-0.333699,Slight,-0.310259,1.117705,-0.389995,0.39992,0.486332
'Light Breeze',-0.333699,Slight,-0.310259,1.374425,-0.389995,1.033107,1.51245
'Light Air',-0.333699,Slight,-0.310259,1.310245,-0.389995,0.39992,0.303096
'Light Air',-0.333699,Slight,-0.310259,1.588359,-0.389995,0.490376,0.449685
'Light Air',-0.333699,Slight,-0.310259,1.374425,-0.389995,1.123562,1.054361
'Light Air',-0.333699,Slight,-0.310259,0.882378,-0.389995,1.485382,1.604067
'Light Breeze',-0.333699,Slight,-0.310259,0.882378,-0.389995,1.440155,1.329214
'Light Breeze',-0.333699,Slight,-0.310259,0.967951,-0.389995,1.191403,1.402509
'Gentle Breeze',-0.333699,Slight,-0.310259,1.096311,-0.389995,1.100948,1.054361
'Light Breeze',-0.333699,Slight,-0.310259,0.754018,-0.389995,0.942651,0.926097
'Gentle Breeze',-0.333699,Moderate,-0.310259,0.540084,-0.389995,0.920038,1.091008
'Gentle Breeze',3.045582,Slight,-0.310259,0.582871,-0.389995,0.897424,1.164303
'Light Breeze',-0.333699,Slight,-0.310259,0.754018,-0.389995,-0.097583,-0.448168
'Light Air',-0.333699,Moderate,-0.310259,0.497297,-0.389995,0.784355,0.559626
'Light Air',-0.333699,Slight,-0.310259,0.304757,-0.389995,0.264238,-0.045051
'Light Breeze',3.045582,Slight,-0.310259,1.331638,-0.389995,0.264238,0.046567
'Light Breeze',-0.333699,Slight,-0.310259,1.673932,-0.389995,0.39992,0.229802
'Light Breeze',-0.333699,Slight,-0.310259,1.673932,-0.389995,1.462769,1.365861
'Light Breeze',-0.333699,Slight,-0.310259,1.074918,-0.389995,0.445148,0.138185
'Light Breeze',-0.333699,Slight,-0.310259,0.989345,-0.389995,0.445148,0.193155
'Light Breeze',-0.333699,Slight,-0.310259,1.417212,-0.389995,1.078334,0.63292
'Light Breeze',3.045582,Slight,-0.310259,1.631145,-0.389995,1.146175,0.88945
'Light Breeze',-0.333699,Slight,-0.310259,1.716719,-0.389995,2.209024,1.952215
'Light Breeze',-0.333699,Slight,-0.310259,1.331638,-0.389995,1.71152,1.640714
'Light Air',-0.333699,Slight,-0.310259,1.160491,-0.389995,0.467762,0.266449
'Gentle Breeze',-0.333699,Slight,-0.310259,1.246065,-0.389995,0.852196,0.63292
'Light Breeze',-0.333699,Slight,-0.310259,0.775411,-0.389995,0.806969,0.046567
'Light Breeze',-0.333699,Slight,-0.310259,0.839591,-0.389995,0.806969,0.504655
'Gentle Breeze',-0.333699,Slight,-0.310259,0.732624,-0.389995,0.354693,0.413038
'Light Breeze',-0.333699,Slight,-0.310259,0.882378,-0.389995,0.332079,0.32142
'Light Breeze',-0.333699,Slight,-0.310259,1.117705,-0.389995,0.332079,0.871126
'Gentle Breeze',-0.333699,Slight,-0.310259,2.35852,-0.389995,1.394927,1.549097
'Gentle Breeze',-0.333699,Slight,-0.310259,2.123193,-0.389995,1.801975,1.87892
'Light Breeze',-0.333699,Slight,-0.310259,1.845079,-0.389995,1.801975,1.87892
'Light Breeze',-0.333699,Slight,-0.310259,1.438605,-0.389995,1.621065,1.585744
'Light Air',-0.333699,Slight,-0.310259,2.059013,-0.389995,1.666293,1.732332
'Light Air',-0.333699,Slight,-0.310259,1.887866,-0.389995,1.214017,0.742861
'Light Breeze',-0.333699,Slight,-0.310259,1.759506,-0.389995,2.028113,1.549097
'Light Breeze',-0.333699,Slight,-0.310259,1.160491,-0.389995,0.942651,0.742861
'Gentle Breeze',-0.333699,Slight,-0.310259,1.331638,-0.389995,1.372313,0.779508
'Gentle Breeze',3.045582,Slight,-0.310259,2.123193,-0.389995,1.372313,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.716719,-0.389995,2.389934,2.13545
'Light Breeze',-0.333699,Slight,-0.310259,2.700813,-0.389995,2.163796,1.51245
'Light Breeze',-0.333699,Slight,-0.310259,2.059013,-0.389995,2.616072,2.245391
'Light Air',-0.333699,Slight,-0.310259,1.524179,-0.389995,1.71152,1.87892
'Light Air',-0.333699,Slight,-0.310259,1.331638,-0.389995,1.259244,1.439156
'Light Breeze',-0.333699,Moderate,-0.310259,1.952046,-0.389995,0.761741,0.193155
'Light Air',-0.333699,Slight,-0.310259,1.374425,-0.389995,1.598451,1.787303
'Light Air',-0.333699,Slight,-0.310259,1.481392,-0.389995,0.987879,0.742861
'Light Air',-0.333699,Slight,-0.310259,0.625657,-0.389995,1.598451,1.51245
'Light Breeze',-0.333699,Slight,-0.310259,1.139098,-0.389995,0.445148,0.468008
'Light Breeze',-0.333699,Slight,-0.310259,1.481392,-0.389995,0.354693,-0.136668
'Light Breeze',-0.333699,Slight,-0.310259,1.716719,-0.389995,1.598451,1.20095
'Light Air',-0.333699,Slight,-0.310259,1.246065,-0.389995,1.666293,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.374425,-0.389995,1.417541,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.374425,-0.389995,0.015486,-0.001707
'Light Breeze',3.045582,Slight,-0.310259,1.930652,-0.389995,0.445148,-0.001707
'Light Breeze',3.045582,Slight,-0.310259,1.524179,-0.389995,0.309465,-0.001707
'Light Breeze',3.045582,Slight,-0.310259,1.310245,-0.389995,-0.504631,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.973439,-0.389995,0.467762,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,2.48688,-0.389995,1.259244,-0.001707
'Light Air',3.045582,Slight,-0.310259,1.673932,-0.389995,0.761741,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.417212,-0.389995,0.128555,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.353032,-0.389995,0.852196,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.540084,-0.389995,0.173783,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.882378,-0.389995,0.580831,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.882378,-0.389995,0.467762,-0.001707
Calm,-0.333699,Slight,-0.310259,1.246065,-0.389995,0.354693,-0.001707
'Light Air',-0.333699,Slight,-0.310259,1.374425,-0.389995,0.626058,-0.001707
'Light Air',-0.333699,Slight,-0.310259,1.952046,-0.389995,-0.210652,-0.001707
'Light Air',-0.333699,Slight,-0.310259,1.845079,-0.389995,1.236631,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.353032,-0.389995,0.422534,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,0.989345,-0.389995,0.015486,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.246065,-0.389995,-0.007128,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.540084,-0.389995,-0.414176,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.010738,-0.389995,-0.391562,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.582871,-0.389995,-0.889066,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,1.032131,-0.389995,0.128555,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,1.203278,-0.389995,0.354693,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,1.117705,-0.389995,0.21901,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.582871,-0.389995,0.377307,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.310245,-0.389995,-0.753383,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.331638,-0.389995,-0.549859,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.732624,-0.389995,0.39992,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.347544,-0.389995,-0.866452,-0.001707
'Light Air',-0.333699,Slight,-0.310259,1.032131,-0.389995,-0.549859,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.946558,-0.389995,-0.956907,-0.001707
'Light Air',3.045582,Slight,-0.310259,0.732624,-0.389995,-0.278493,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.882378,-0.389995,0.535603,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.561477,-0.389995,0.422534,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.989345,-0.389995,-0.843838,-0.001707
'Light Air',-0.333699,Slight,-0.310259,1.096311,-0.389995,0.580831,-0.001707
'Light Breeze',-0.333699,Moderate,-0.310259,1.524179,-0.389995,-0.43679,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.561477,-0.389995,0.21901,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.347544,-0.389995,0.060714,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.989345,-0.389995,-1.431797,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.668444,-0.389995,-0.346335,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.240577,-0.389995,-0.233266,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.433117,-0.389995,0.39992,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.304757,-0.389995,0.490376,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.647051,-0.389995,0.445148,-0.001707
'Light Air',-0.333699,Slight,-0.310259,1.203278,-0.389995,-0.142811,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.903771,-0.389995,-0.821224,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.989345,-0.389995,-0.866452,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,1.673932,-0.389995,0.716513,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.925165,-0.389995,-0.730769,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.716719,-0.389995,-0.889066,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.203278,-0.389995,0.920038,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.860984,-0.389995,-1.183045,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,0.818198,-0.389995,0.128555,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.454511,-0.389995,-0.934293,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,0.668444,-0.389995,-0.549859,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.13361,0.469785,-2.132824,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,0.155004,-0.389995,-0.934293,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.433117,3.049125,-0.004487,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,0.946558,3.049125,-0.004487,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.582871,3.049125,-0.004487,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,1.096311,3.049125,-0.004487,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.882378,3.049125,-0.004487,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.860984,3.049125,-0.004487,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.860984,3.049125,-0.004487,-0.001707
'Gentle Breeze',3.045582,Slight,-0.310259,1.673932,3.049125,-0.004487,-0.001707
'Light Air',3.045582,Slight,-0.310259,1.459999,3.049125,-0.004487,-0.001707
'Light Air',3.045582,Slight,-0.310259,1.524179,3.049125,-0.004487,-0.001707
'Light Air',3.045582,Slight,-0.310259,0.946558,3.049125,-0.004487,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.604264,3.049125,-0.004487,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,1.117705,3.049125,-0.004487,-0.001707
'Gentle Breeze',-0.333699,Slight,1.488654,0.754018,3.049125,-0.004487,-0.001707
'Gentle Breeze',3.045582,Slight,-0.310259,1.053525,3.049125,-0.004487,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.989345,3.049125,-0.004487,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,0.689838,3.049125,-0.004487,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.689838,3.049125,-0.004487,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.668444,3.049125,-0.004487,-0.001707
'Light Air',-0.333699,Slight,-0.310259,-0.165897,3.049125,-0.004487,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.283364,3.049125,-0.004487,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.582871,3.049125,-0.004487,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,0.582871,3.049125,-0.004487,-0.001707
'Gentle Breeze',-0.333699,Slight,1.488654,0.347544,3.049125,-0.004487,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,0.540084,-0.389995,0.467762,-0.001707
'Light Breeze',3.045582,Slight,-0.310259,0.647051,-0.389995,1.779362,-0.001707
'Light Air',3.045582,Slight,-0.310259,0.454511,-0.389995,1.3497,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.561477,-0.389995,1.372313,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,-0.337044,-0.389995,-0.662928,-0.001707
'Gentle Breeze',3.045582,Slight,-0.310259,-0.037537,-0.389995,-0.323721,-0.001707
'Light Breeze',3.045582,Slight,-0.310259,-0.208684,-0.389995,0.21901,-0.001707
'Gentle Breeze',3.045582,Slight,-0.310259,0.475904,-0.389995,0.39992,-0.466492
'Moderate Breeze',-0.333699,Slight,-0.310259,0.882378,-0.389995,1.259244,1.51245
'Light Air',-0.333699,Moderate,-0.310259,-0.829091,-0.389995,0.580831,0.962744
'Light Breeze',-0.333699,Slight,-0.310259,-1.278352,-0.389995,-0.866452,-0.814639
'Light Breeze',-0.333699,Slight,-0.310259,-0.722124,0.469785,-1.499638,-1.969022
'Light Air',-0.333699,Slight,-0.310259,-0.12311,-0.389995,-1.341341,-1.785786
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.722124,0.469785,-1.793617,-2.152257
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.064418,0.469785,-1.590093,-0.649727
'Light Breeze',-0.333699,Slight,-0.310259,-1.363925,-0.389995,-0.459404,-0.686374
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.978845,-0.389995,-0.866452,-0.777992
'Light Breeze',-0.333699,Moderate,-0.310259,-1.577859,-0.389995,-0.210652,-0.411521
'Light Breeze',-0.333699,Slight,-0.310259,-1.684825,-0.389995,-1.45441,-1.419316
'Light Breeze',-0.333699,Slight,-0.310259,-1.513678,-0.389995,-1.363955,-1.584228
'Light Air',-0.333699,Slight,-0.310259,-2.091299,0.469785,-2.042369,-2.280522
'Light Breeze',-0.333699,Slight,-0.310259,-1.449498,0.469785,-1.680548,-1.291051
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.470892,0.469785,-1.477024,-1.712492
'Light Breeze',3.045582,Slight,-0.310259,-0.978845,0.469785,-1.635321,-1.694169
'Gentle Breeze',3.045582,Slight,-0.310259,-0.165897,-0.389995,-1.45441,-0.723021
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.25147,-0.389995,0.467762,0.63292
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.936058,-0.389995,-0.459404,-0.576433
